Route_Number,Reason,Boro,Boro Code,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Breakdown_or_Running_Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,11,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",0.00,12,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",20.00,11,Running Late
2,Other,Brooklyn,,"G.V.C., LTD.",15.00,17,Running Late
X2139,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CO,10.00,37,Running Late
3,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",20.00,14,Running Late
R541,Heavy Traffic,Staten Island,STI,PRIDE TRANSPORTATION (SCH,25.00,12,Running Late
X081,Accident,Brooklyn,,PIONEER TRANSPORTATION CORP,61.00,14,Running Late
Q9066,Late return from Field Trip,Queens,QS,PIONEER TRANSPORTATION CO,30.00,40,Running Late
X237,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,16,Running Late
VM1,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",0.00,11,Running Late
7,Weather Conditions,Brooklyn,,"G.V.C., LTD.",0.00,13,Running Late
6,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",30.00,13,Running Late
K400,Problem Run,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),16.00,12,Running Late
L553,Heavy Traffic,Brooklyn,,"RELIANT TRANSPORTATION, INC (B2321)",31.00,12,Running Late
Q083,Heavy Traffic,Queens,QS,"RELIANT TRANSPORTATION, INC (B2321)",31.00,14,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,17,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,13,Running Late
M992,Other,Manhattan,MA,LEESEL TRANSP CORP (B2192,35.00,15,Running Late
3,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",10.00,13,Running Late
Q3076,Heavy Traffic,Queens,QS,PIONEER TRANSPORTATION CO,10.00,23,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",15.00,12,Running Late
X2396,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,35,Running Late
X2216,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,20,Running Late
R685,Heavy Traffic,Staten Island,STI,VINNY`S BUS SERVICES (B2321),16.00,12,Running Late
X2361,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,16,Running Late
X081,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,13,Running Late
VM1,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",16.00,12,Running Late
7,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",46.00,12,Running Late
K400,Problem Run,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),16.00,12,Running Late
R583,Heavy Traffic,Staten Island,STI,"RELIANT TRANSPORTATION, INC (B2321)",31.00,13,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",10.00,11,Running Late
X2362,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,14,Running Late
X000,Other,Brooklyn,,VAN TRANS LLC (B2192),30.00,15,Running Late
X2097,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,14,Running Late
X236,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,14,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",20.00,12,Running Late
K768,Heavy Traffic,Brooklyn,,CAREFUL BUS,30.00,11,Running Late
X2223,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CO,10.00,42,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,15,Running Late
1,Other,Brooklyn,,"G.V.C., LTD.",5.00,12,Running Late
M1263,Heavy Traffic,Manhattan,MA,SNT BUS INC,45.00,15,Running Late
3,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",30.00,14,Running Late
3,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",10.00,18,Running Late
K288,Other,Brooklyn,,EMPIRE CHARTER SERVICE IN,30.00,11,Running Late
M522,Problem Run,Manhattan,MA,TWENTY FIRST AV TRANSP (B,25.00,13,Running Late
K061,Heavy Traffic,Brooklyn,,"NEW DAWN TRANSIT, LLC (B2",25.00,15,Running Late
K771,Heavy Traffic,Brooklyn,,"RELIANT TRANSPORTATION, INC (B2321)",31.00,13,Running Late
X053,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,16,Running Late
2A,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,12,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,15,Running Late
Q360,Other,Queens,QS,HOYT TRANSPORTATION CORP.,10.00,11,Running Late
1,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",20.00,13,Running Late
M278,Heavy Traffic,Manhattan,MA,LEESEL TRANSP CORP (B2192,30.00,12,Running Late
Q9085,Other,Queens,QS,"GRANDPA`S BUS CO., INC.",31.00,14,Running Late
X2390,Other,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,24,Running Late
X2256,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CO,15.00,25,Running Late
K300,Other,Brooklyn,,EMPIRE CHARTER SERVICE INC,16.00,11,Running Late
X238,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),20.00,12,Running Late
K400,Heavy Traffic,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),16.00,12,Running Late
X131,Heavy Traffic,Brooklyn,,"RELIANT TRANS, INC. (B232",20.00,11,Running Late
X166,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,11,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,17,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,17,Running Late
X393,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,11,Running Late
X9156,Accident,Brooklyn,,PIONEER TRANSPORTATION CORP,31.00,11,Running Late
M802,Heavy Traffic,Manhattan,MA,PRIDE TRANSPORTATION (SCH,35.00,11,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",10.00,16,Running Late
K016,Accident,Brooklyn,,"NEW DAWN TRANSIT, LLC (B2",60.00,12,Running Late
4,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",45.00,13,Running Late
K780,Heavy Traffic,Brooklyn,,"RELIANT TRANS, INC. (B232",20.00,11,Running Late
NT03,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,25.00,22,Running Late
10,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",45.00,14,Running Late
18,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",30.00,13,Running Late
2,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",15.00,13,Running Late
K1411,Other,Brooklyn,,ALLIED TRANSIT CORP.,16.00,15,Running Late
X247,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,13,Running Late
K575,Heavy Traffic,Brooklyn,,"RELIANT TRANSPORTATION, INC (B2321)",31.00,13,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",46.00,12,Running Late
X216,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,14,Running Late
K400,Problem Run,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),16.00,12,Running Late
X857,Heavy Traffic,Brooklyn,,LITTLE RICHIE BUS SERVICE,46.00,11,Running Late
MN4,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",0.00,18,Running Late
4,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,18,Running Late
X393,Problem Run,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,12,Running Late
1,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",0.00,15,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,13,Running Late
B1113A,Heavy Traffic,Brooklyn,,L & M BUS CORP.,46.00,13,Running Late
Q2475,Other,Queens,QS,BOBBY`S BUS CO. INC.,35.00,15,Running Late
4,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",30.00,12,Running Late
K318,Delayed by School,Brooklyn,,EMPIRE CHARTER SERVICE IN,15.00,11,Running Late
X9320,Delayed by School,Brooklyn,,PIONEER TRANSPORTATION CO,21.00,25,Running Late
X2153,Other,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,16,Running Late
3,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",25.00,12,Running Late
X391,Other,Brooklyn,,VAN TRANS LLC (B2192),20.00,11,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",45.00,14,Running Late
X147,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,15,Running Late
K400,Problem Run,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),16.00,12,Running Late
X2001,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,21,Running Late
X2222,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,21,Running Late
X2392,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,38,Running Late
X015,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,12,Running Late
MN4,Weather Conditions,Brooklyn,,"DON THOMAS BUSES, INC.",16.00,16,Running Late
Q090,Heavy Traffic,Queens,QS,"RELIANT TRANSPORTATION, INC (B2321)",31.00,14,Running Late
X237,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,17,Running Late
X186,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,16,Running Late
7,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,18,Running Late
X232,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,17,Running Late
7,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",45.00,13,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,15,Running Late
X225,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),15.00,11,Running Late
X205,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),30.00,12,Running Late
NT-01,Other,Queens,QS,ALINA SERVICES CORP.,30.00,15,Running Late
K2260,Heavy Traffic,Brooklyn,,"BORO TRANSIT, INC.",0.00,12,Running Late
X084,Other,Brooklyn,,VAN TRANS LLC (B2192),31.00,13,Running Late
MN4,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",0.00,13,Running Late
X2008,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,59,Running Late
K400,Problem Run,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),16.00,12,Running Late
M499,Heavy Traffic,Manhattan,MA,HOYT TRANSPORTATION CORP.,16.00,11,Running Late
Q089,Heavy Traffic,Queens,QS,"RELIANT TRANSPORTATION, INC (B2321)",31.00,11,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,11,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",15.00,11,Running Late
X2216,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CO,10.00,29,Running Late
X230,Other,Brooklyn,,VAN TRANS LLC (B2192),31.00,14,Running Late
X2392,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,38,Running Late
Q081,Heavy Traffic,Queens,QS,"RELIANT TRANSPORTATION, INC (B2321)",31.00,11,Running Late
X2317,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CO,45.00,22,Running Late
K414,Heavy Traffic,Brooklyn,,CAREFUL BUS,16.00,11,Running Late
L359,Heavy Traffic,Brooklyn,,"RELIANT TRANSPORTATION, INC (B2321)",31.00,11,Running Late
3,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,11,Running Late
X225,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),15.00,14,Running Late
M571,Other,Manhattan,MA,CONSOLIDATED BUS TRANS. I,15.00,12,Running Late
X373,Other,Brooklyn,,VAN TRANS LLC (B2192),46.00,17,Running Late
X2269,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,11,Running Late
K188,Heavy Traffic,Brooklyn,,"NEW DAWN TRANSIT, LLC (B2",20.00,12,Running Late
VM1,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",0.00,11,Running Late
K400,Problem Run,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),16.00,12,Running Late
K436,Heavy Traffic,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),16.00,12,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,11,Running Late
MN4,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",16.00,18,Running Late
K148,Heavy Traffic,Brooklyn,,"BORO TRANSIT, INC.",16.00,20,Running Late
X2091,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,29,Running Late
X2276,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,24,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,11,Running Late
2,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,11,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,15,Running Late
R9057,Late return from Field Trip,Staten Island,STI,PIONEER TRANSPORTATION CORP,31.00,30,Running Late
R9236,Late return from Field Trip,Staten Island,STI,PIONEER TRANSPORTATION CORP,31.00,33,Running Late
X274,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CO,10.00,14,Running Late
M194,Heavy Traffic,Manhattan,MA,"RELIANT TRANS, INC. (B232",15.00,11,Running Late
M831,Other,Manhattan,MA,HOYT TRANSPORTATION CORP.,16.00,11,Running Late
Q157,Heavy Traffic,Queens,QS,EMPIRE CHARTER SERVICE IN,20.00,11,Running Late
MN4,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",0.00,13,Running Late
K400,Problem Run,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),16.00,12,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,12,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,22,Running Late
X391,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),15.00,12,Running Late
K9213,Heavy Traffic,Brooklyn,,"BORO TRANSIT, INC.",31.00,15,Running Late
K301,Delayed by School,Brooklyn,,EMPIRE STATE BUS CORP.,20.00,11,Running Late
Q3076,Delayed by School,Queens,QS,PIONEER TRANSPORTATION CO,25.00,19,Running Late
K165,Heavy Traffic,Brooklyn,,"NEW DAWN TRANSIT, LLC (B2",25.00,18,Running Late
VN-1,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",10.00,12,Running Late
1,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",30.00,14,Running Late
1,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",45.00,11,Running Late
K233,Heavy Traffic,Brooklyn,,"NEW DAWN TRANSIT, LLC (B2",5.00,13,Running Late
K400,Problem Run,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),16.00,12,Running Late
K407,Heavy Traffic,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),16.00,12,Running Late
X216,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,11,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,11,Running Late
X280,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),20.00,11,Running Late
K2168,Heavy Traffic,Brooklyn,,SNT BUS INC,31.00,12,Running Late
K651,Heavy Traffic,Brooklyn,,"RELIANT TRANSPORTATION, INC (B2321)",31.00,12,Running Late
M359,Heavy Traffic,Manhattan,MA,"RELIANT TRANSPORTATION, INC (B2321)",31.00,11,Running Late
X2276,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,30,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,15,Running Late
1,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,14,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,11,Running Late
1,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",15.00,16,Running Late
3,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",15.00,15,Running Late
3,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",45.00,12,Running Late
X2392,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,41,Running Late
K400,Problem Run,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),31.00,11,Running Late
X015,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,15,Running Late
X382,Other,Brooklyn,,VAN TRANS LLC (B2192),0.00,18,Running Late
MBX2,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,20.00,14,Running Late
MN4,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",16.00,15,Running Late
M499,Heavy Traffic,Manhattan,MA,HOYT TRANSPORTATION CORP.,0.00,11,Running Late
X393,Other,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,12,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,14,Running Late
11,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,11,Running Late
7,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,16,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,11,Running Late
WOC6,Other,Brooklyn,,"THOMAS BUSES, INC.",46.00,12,Running Late
4,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",25.00,14,Running Late
3,Other,Brooklyn,,"G.V.C., LTD.",15.00,11,Running Late
X695,Heavy Traffic,Brooklyn,,G.V.C. LTD. (B2192),15.00,12,Running Late
4,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",20.00,15,Running Late
7,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",30.00,13,Running Late
7,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",30.00,12,Running Late
M1495,Heavy Traffic,Manhattan,MA,SNT BUS INC,16.00,17,Running Late
X231,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,11,Running Late
K1421,Heavy Traffic,Brooklyn,,ALLIED TRANSIT CORP.,31.00,22,Running Late
K1426,Heavy Traffic,Brooklyn,,ALLIED TRANSIT CORP.,31.00,22,Running Late
MN4,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",16.00,13,Running Late
X147,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,15,Running Late
M499,Heavy Traffic,Manhattan,MA,HOYT TRANSPORTATION CORP.,0.00,11,Running Late
Q429,Heavy Traffic,Queens,QS,"RELIANT TRANSPORTATION, INC (B2321)",31.00,15,Running Late
K400,Problem Run,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),16.00,12,Running Late
Q083,Heavy Traffic,Queens,QS,"RELIANT TRANSPORTATION, INC (B2321)",31.00,15,Running Late
K651,Heavy Traffic,Brooklyn,,"RELIANT TRANSPORTATION, INC (B2321)",31.00,13,Running Late
K406,Heavy Traffic,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),16.00,11,Running Late
Q2906,Other,Queens,QS,ALLIED TRANSIT CORP.,16.00,36,Running Late
6,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",30.00,14,Running Late
7,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",30.00,12,Running Late
7,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,20,Running Late
2A,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,20,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,14,Running Late
Q9897,Late return from Field Trip,Queens,QS,JOFAZ TRANSPORTATION INC.,0.00,17,Running Late
M476,Other,Manhattan,MA,HOYT TRANSPORTATION CORP.,0.00,15,Running Late
K293,Delayed by School,Brooklyn,,EMPIRE STATE BUS CORP.,20.00,11,Running Late
M1019,Other,Manhattan,MA,SNT BUS INC,25.00,29,Running Late
VC2,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",0.00,11,Running Late
X2392,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,43,Running Late
MN4,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",0.00,13,Running Late
K400,Problem Run,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),31.00,12,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,12,Running Late
3,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",15.00,11,Running Late
K1420,Heavy Traffic,Brooklyn,,ALLIED TRANSIT CORP.,16.00,25,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,22,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,22,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,11,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,14,Running Late
K1969,Late return from Field Trip,Brooklyn,,ALL AMERICAN SCHOOL BUS CORP.,46.00,40,Running Late
K1972,Late return from Field Trip,Brooklyn,,ALL AMERICAN SCHOOL BUS CORP.,16.00,30,Running Late
M9180,Other,Manhattan,MA,SNT BUS INC,61.00,15,Running Late
MBX2,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,15.00,14,Running Late
K303,Heavy Traffic,Brooklyn,,EMPIRE CHARTER SERVICE INC,16.00,12,Running Late
2,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",45.00,11,Running Late
Q2905,Heavy Traffic,Queens,QS,EMPIRE STATE BUS CORP.,16.00,15,Running Late
Q028,Heavy Traffic,Queens,QS,"RELIANT TRANS, INC. (B232",15.00,15,Running Late
3,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",15.00,12,Running Late
7,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",10.00,12,Running Late
X2365,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,28,Running Late
X2001,Other,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,32,Running Late
X2392,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,42,Running Late
K400,Problem Run,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),31.00,12,Running Late
MN4,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",16.00,13,Running Late
M235,Heavy Traffic,Manhattan,MA,"RELIANT TRANSPORTATION, INC (B2321)",31.00,11,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",46.00,12,Running Late
K1411,Heavy Traffic,Brooklyn,,ALLIED TRANSIT CORP.,16.00,20,Running Late
K1420,Heavy Traffic,Brooklyn,,ALLIED TRANSIT CORP.,16.00,20,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,14,Running Late
K174,Late return from Field Trip,Brooklyn,,ALLIED TRANSIT CORP.,30.00,18,Running Late
Q9801,Delayed by School,Queens,QS,JOFAZ TRANSPORTATION INC.,25.00,20,Running Late
K877,Heavy Traffic,Brooklyn,,"RELIANT TRANS, INC. (B232",20.00,12,Running Late
K400,Problem Run,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),16.00,12,Running Late
3,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",15.00,16,Running Late
X053,Problem Run,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,14,Running Late
M1067,Other,Manhattan,MA,SNT BUS INC,16.00,16,Running Late
VC2,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",0.00,12,Running Late
7,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,13,Running Late
4,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",30.00,15,Running Late
X072,Other,Brooklyn,,CONSOLIDATED BUS TRANS. I,1.00,13,Running Late
M476,Other,Manhattan,MA,HOYT TRANSPORTATION CORP.,0.00,11,Running Late
1,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",15.00,13,Running Late
K303,Delayed by School,Brooklyn,,EMPIRE CHARTER SERVICE INC,16.00,12,Running Late
4,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",20.00,12,Running Late
MN4,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",0.00,13,Running Late
K400,Heavy Traffic,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),16.00,12,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",46.00,14,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,11,Running Late
3,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",15.00,15,Running Late
K637,Heavy Traffic,Brooklyn,,"RELIANT TRANSPORTATION, INC (B2321)",31.00,11,Running Late
M300,Heavy Traffic,Manhattan,MA,"RELIANT TRANSPORTATION, INC (B2321)",31.00,12,Running Late
NM1,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",0.00,14,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,13,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",20.00,16,Running Late
B0916A,Heavy Traffic,Brooklyn,,L & M BUS CORP.,20.00,11,Running Late
M522,Heavy Traffic,Manhattan,MA,TWENTY FIRST AV TRANSP (B,45.00,11,Running Late
4,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",30.00,12,Running Late
1,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",5.00,11,Running Late
3501A,Heavy Traffic,Brooklyn,,"MJT BUS COMPANY, INC",46.00,11,Running Late
K288,Other,Brooklyn,,EMPIRE CHARTER SERVICE IN,45.00,12,Running Late
M300,Heavy Traffic,Manhattan,MA,"RELIANT TRANSPORTATION, INC (B2321)",31.00,12,Running Late
Q111,Heavy Traffic,Queens,QS,"RELIANT TRANSPORTATION, INC (B2321)",31.00,15,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,23,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,28,Running Late
7,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,23,Running Late
1,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,13,Running Late
1,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,11,Running Late
X9316,Flat Tire,Brooklyn,,PIONEER TRANSPORTATION CO,15.00,26,Running Late
K148,Heavy Traffic,Brooklyn,,"BORO TRANSIT, INC.",31.00,18,Running Late
X023,Mechanical Problem,Brooklyn,,PIONEER TRANSPORTATION CORP,31.00,14,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,13,Running Late
X2197,Heavy Traffic,Brooklyn,,LOGAN TRANSPORTATION SYSTEMS,31.00,15,Running Late
8,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,12,Running Late
4,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",20.00,11,Running Late
7,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",30.00,12,Running Late
K076,Late return from Field Trip,Brooklyn,,"NEW DAWN TRANSIT, LLC (B2",45.00,30,Running Late
4,Other,Brooklyn,,L & M BUS CORP.,35.00,11,Running Late
K303,Heavy Traffic,Brooklyn,,EMPIRE CHARTER SERVICE INC,16.00,14,Running Late
MN4,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",0.00,11,Running Late
